
1364.76 228.004 453.297 -1.32717 -56.9595 -121.456 -148.808 -218.559 -49.4224 427.009 47.5142 230.716 -423.769 114.002 90.6594 -526.384 -28.4797 -422.5 -349.751 -109.28 -227.437 -341.728 23.7571 46.1433 -459.033 44.3996 93.8758 64.1069 163.254 63.2835 -102.882 186.403 39.3229 -745.215 -40.333 -281.842 -384.157 -139.624 -74.0231 215.437 34.8804 344.97 203.536 133.84 185.702 -34.8157 -29.0964 -37.6758 440.766 22.1998 380.042 366.986 81.627 274.927 288.085 93.2013 189.203 307.092 -20.1665 -56.3684 255.56 -148.934 -49.5929 7.45747 -27.1891 -310.303 -175.993 -99.9722 -224.477 -75.609 -114.148 -154.483 178.863 24.6988 46.0246 -287.384 -74.4669 -231.907 12.9923 91.2029 189.352 
228.004 1396.34 461.495 28.563 426.285 222.519 -212.242 -148.808 -41.2246 -44.3254 -32.189 -91.7515 114.002 -407.977 92.2989 14.2815 -312.578 44.5037 -106.121 -349.751 -225.798 -22.1627 -571.327 -462.042 -30.9622 -709.829 -280.502 150.691 -124.719 27.2747 184.83 78.3576 54.9834 33.69 -564.2 73.7954 -139.624 -403.499 -75.3617 -17.4912 -46.4209 -36.3371 129.971 203.536 184.363 27.1436 246.384 377.256 -15.4811 315.368 -56.1005 75.3457 272.574 177.154 92.4151 378.705 281.62 16.845 397.599 376.026 -145.655 271.955 -42.6238 18.9604 161.038 45.8059 -92.2792 -60.3614 -144.646 -113.185 -186.595 -229.941 -20.6309 68.0146 -307.024 -72.8273 -279.186 -227.438 89.1949 2.95215 185.703 
453.297 461.495 2317.28 44.4643 222.519 859.34 41.2246 49.4224 308.211 230.716 93.1201 892.855 -90.6594 -92.2989 -1791.09 -407.102 -44.5037 -972.25 -225.798 -227.437 -580.152 -46.1433 -462.316 -1034.19 -56.6519 -280.502 -1266.66 -45.9958 -44.2667 -490.173 -36.2346 -57.7761 -486.826 -281.842 -76.7323 -1318.3 74.0231 75.3617 -214.815 332.397 36.3371 46.0953 184.363 185.702 111.019 37.6758 377.479 57.7005 372.597 56.1005 1154.09 271.47 180.553 648.068 188.585 282.178 661.989 56.3684 376.613 1153.38 42.9024 48.5902 730.968 -304.224 -45.8059 45.9533 -221.654 -147.421 -64.4603 -153.979 -230.397 -71.5102 -46.0246 -307.503 67.3302 -230.569 -228.632 -741.62 188.259 186.677 4.34849 
-1.32717 28.563 44.4643 1161.03 -199.608 -376.305 426.285 -56.9595 -222.519 -148.808 228.004 41.2246 -526.384 14.2815 407.102 -248.465 -99.8039 -75.261 -312.578 -28.4797 -44.5037 -349.751 114.002 225.798 -621.503 -2.66542 19.2785 -740.772 58.7849 264.555 -124.719 -181.716 -27.2747 64.1069 -181.706 -45.9958 215.437 -17.4912 -332.397 -372.552 122.234 61.4504 -46.4209 34.8804 36.3371 203.536 -139.624 -184.363 306.712 -1.33271 -266.887 247.077 29.3925 52.9109 272.574 -90.858 -177.154 366.986 -90.8529 -271.47 301.221 139.096 24.1853 128.513 1.63223 217.913 201.55 -35.9983 -43.2016 -60.3614 111.278 144.646 -175.993 111.272 221.654 -254.64 69.5482 206.5 -19.0164 -85.1788 -168.606 
-56.9595 426.285 222.519 -199.608 1161.03 376.305 28.563 -1.32717 -44.4643 228.004 -148.808 -41.2246 -28.4797 -312.578 44.5037 -99.8039 -248.465 75.261 14.2815 -526.384 -407.102 114.002 -349.751 -225.798 58.7849 -740.772 -264.555 -2.66542 -621.503 -19.2785 -181.706 64.1069 45.9958 -181.716 -124.719 27.2747 34.8804 -46.4209 -36.3371 122.234 -372.552 -61.4504 -17.4912 215.437 332.397 -139.624 203.536 184.363 29.3925 247.077 -52.9109 -1.33271 306.712 266.887 -90.8529 366.986 271.47 -90.858 272.574 177.154 139.096 301.221 -24.1853 -35.9983 201.55 43.2016 1.63223 128.513 -217.913 111.272 -175.993 -221.654 111.278 -60.3614 -144.646 69.5482 -254.64 -206.5 -85.1788 -19.0164 168.606 
-121.456 222.519 859.34 -376.305 376.305 1805.58 -222.519 121.456 859.34 -49.4224 49.4224 308.211 422.5 -44.5037 -972.25 75.261 -75.261 -1307.82 44.5037 -422.5 -972.25 227.437 -227.437 -580.152 132.088 -264.555 -1244.71 264.555 -132.088 -1244.71 44.2667 -63.2835 -490.173 63.2835 -44.2667 -490.173 -344.97 36.3371 46.0953 -61.4504 61.4504 -203.21 -36.3371 344.97 46.0953 -185.702 185.702 111.019 -297.161 52.9109 1024.21 -52.9109 297.161 1024.21 -180.553 274.927 648.068 -274.927 180.553 648.068 -59.8408 59.8408 737.384 242.631 -43.2016 90.0172 43.2016 -242.631 90.0172 147.421 -224.477 -64.4603 224.477 -147.421 -64.4603 213.631 -213.631 -711.976 -174.429 174.429 -10.3726 
-148.808 -212.242 41.2246 426.285 28.563 -222.519 1396.34 228.004 -461.495 -32.189 -44.3254 91.7515 -349.751 -106.121 225.798 -312.578 14.2815 -44.5037 -407.977 114.002 -92.2989 -571.327 -22.1627 462.042 -124.719 150.691 -27.2747 -709.829 -30.9622 280.502 -564.2 33.69 -73.7954 78.3576 184.83 -54.9834 203.536 129.971 -184.363 -46.4209 -17.4912 36.3371 -403.499 -139.624 75.3617 246.384 27.1436 -377.256 272.574 75.3457 -177.154 315.368 -15.4811 56.1005 397.599 16.845 -376.026 378.705 92.4151 -281.62 271.955 -145.655 42.6238 -60.3614 -92.2792 144.646 161.038 18.9604 -45.8059 68.0146 -20.6309 307.024 -186.595 -113.185 229.941 -279.186 -72.8273 227.438 2.95215 89.1949 -185.703 
-218.559 -148.808 49.4224 -56.9595 -1.32717 121.456 228.004 1364.76 -453.297 47.5142 427.009 -230.716 -109.28 -349.751 227.437 -28.4797 -526.384 422.5 114.002 -423.769 -90.6594 23.7571 -341.728 -46.1433 163.254 64.1069 -63.2835 44.3996 -459.033 -93.8758 -40.333 -745.215 281.842 186.403 -102.882 -39.3229 133.84 203.536 -185.702 34.8804 215.437 -344.97 -139.624 -384.157 74.0231 -29.0964 -34.8157 37.6758 81.627 366.986 -274.927 22.1998 440.766 -380.042 -20.1665 307.092 56.3684 93.2013 288.085 -189.203 -148.934 255.56 49.5929 -99.9722 -175.993 224.477 -27.1891 7.45747 310.303 24.6988 178.863 -46.0246 -114.148 -75.609 154.483 -74.4669 -287.384 231.907 91.2029 12.9923 -189.352 
-49.4224 -41.2246 308.211 -222.519 -44.4643 859.34 -461.495 -453.297 2317.28 -93.1201 -230.716 892.855 227.437 225.798 -580.152 44.5037 407.102 -972.25 92.2989 90.6594 -1791.09 462.316 46.1433 -1034.19 44.2667 45.9958 -490.173 280.502 56.6519 -1266.66 76.7323 281.842 -1318.3 57.7761 36.2346 -486.826 -185.702 -184.363 111.019 -36.3371 -332.397 46.0953 -75.3617 -74.0231 -214.815 -377.479 -37.6758 57.7005 -180.553 -271.47 648.068 -56.1005 -372.597 1154.09 -376.613 -56.3684 1153.38 -282.178 -188.585 661.989 -48.5902 -42.9024 730.968 147.421 221.654 -64.4603 45.8059 304.224 45.9533 307.503 46.0246 67.3302 230.397 153.979 -71.5102 228.632 230.569 -741.62 -186.677 -188.259 4.34849 
427.009 -44.3254 230.716 -148.808 228.004 -49.4224 -32.189 47.5142 -93.1201 1418.58 -231.193 462.863 -341.728 -22.1627 46.1433 -349.751 114.002 -227.437 -571.327 23.7571 -462.316 -401.786 -115.597 92.5726 -102.882 -192.425 39.3229 78.3576 -191.077 57.7761 -564.529 -38.3766 75.8069 -753.579 37.2086 -283.295 -34.8157 27.1436 -37.6758 203.536 -139.624 185.702 246.384 -29.0964 377.479 -415.104 141.576 -75.5852 288.085 -96.2127 189.203 378.705 -95.5383 282.178 398.072 -19.1883 378.037 303.547 18.6043 -56.659 272.651 155.492 -46.7282 -75.609 117.836 -154.483 -186.595 117.01 -230.397 67.9559 23.5008 -308.666 183.725 -22.7855 46.2619 -280.176 77.746 -231.543 3.07195 -95.219 189.054 
